Order_ID,Order_Date,Customer_Name,Product,Category,Quantity,Sales,Profit,Region
100070,2025/02/13,Customer_0459,Vacuum Cleaner,Home,1.0,7458.79,1366.97,pune
100071,11-06-2025,Customer_1513,Cabinet,Furniture,1.0,7305.27,1024.42,Kolhapur
100072,21-07-2025,Customer_0172,Table,Furniture,3.0,24842.36,3118.46,NASHIK
100073,27-09-2025,Customer_0861,T-Shirt,Clothing,6.0,4552.91,834.98,Aurangabad
100074,17-12-2025,Customer_2294,Office Chair,Furniture,6.0,41329.36,8578.14,Nagpur
100075,31-10-2025,Customer_0726,Desk,Furniture,3.0,36999.74,4469.12,Nagpur
100076,28-09-2025,Customer_1687,Smartphone,Electronics,6.0,150087.1,23535.37,Aurangabad
100077,2025/08/03,Customer_0443,Bookshelf,Furniture,3.0,18323.41,2525.42,nagpur
100078,09/09/2025,Customer_0818,Tablet,Electronics,,72106.55,6361.67,NAGPUR
100079,09-07-2025,Customer_0914,Jacket,Clothing,4.0,12250.78,1796.97,
100080,23-10-2025,Customer_1142,Table,Furniture,6.0,48023.49,8768.38,Pune
100081,01-08-2025,Customer_2197,Jacket,Clothing,7.0,22142.77,4684.73,NASHIK
100082,27-07-2025,Customer_0732,Laptop,Electronics,5.0,264193.96,21580.08, Kolhapur 
100083,25-08-2025,Customer_2444,T-Shirt,Clothing,2.0,1407.73,109.83, Nagpur 
100084,04-12-2025,Customer_2484,Jacket,Clothing,7.0,22151.85,1979.77,Kolhapur
100085,22-02-2025,Customer_1044,Tablet,Electronics,4.0,66659.74,8336.59,Pune
100086,07-10-2025,Customer_1492,Mixer,Home,4.0,13509.29,2528.21,Nagpur
100087,05-08-2025,Customer_0511,Headphones,Electronics,6.0,14803.43,1292.68,Aurangabad
100088,09-09-2025,Customer_1673,Backpack,Clothing,5.0,6511.14,921.05,Nashik
100089,07-07-2025,Customer_0786,Lamp,Home,3.0,3219.25,508.21,Nagpur
100090,10-02-2025,Customer_1664,Cookware,Home,5.0,11216.97,1955.7, Kolhapur 
100091,06-06-2025,Customer_0861,Headphones,Electronics,5.0,14141.39,2912.57,Nagpur
100092,15-01-2025,Customer_1812,Shoes,Clothing,8.0,22676.45,2248.47,Aurangabad
100093,28-10-2025,Customer_0696,Cabinet,Furniture,8.0,56926.05,6168.75,AURANGABAD
100094,06-03-2025,Customer_0383,Headphones,Electronics,6.0,16777.88,3616.11,Mumbai
100095,11-12-2025,Customer_0604,Jeans,Clothing,4.0,7089.9,550.2,Pune
100096,23-11-2025,Customer_0299,Smartphone,Electronics,8.0,226845.68,28976.65,nagpur
100097,09-01-2025,Customer_1573,Vacuum Cleaner,Home,4.0,22172.62,2899.8,nagpur
100098,10-12-2025,Customer_0023,Cookware,Home,3.0,5701.22,838.2,Pune
100099,09-05-2025,Customer_2122,Cookware,Home,3.0,6280.34,852.55,Nagpur
100100,16-05-2025,Customer_0498,Monitor,Electronics,4.0,57901.26,11522.82,Nagpur
100101,03/04/2025,Customer_1813,Table,Furniture,6.0,56622.81,7329.7,Kolhapur
100102,19-05-2025,Customer_0652,Vacuum Cleaner,Home,8.0,56983.07,11675.44,Aurangabad
100103,2025/03/22,Customer_1013,Bedsheet,Home,5.0,7973.35,1157.01,AURANGABAD
100104,12-06-2025,Customer_0980,Backpack,Clothing,8.0,10475.96,707.44,Nashik
100105,16-10-2025,Customer_0961,Mixer,Home,5.0,18384.87,3641.0,Nashik
100106,2025/09/18,Customer_0567,Jacket,Clothing,2.0,5033.68,956.33,Mumbai
100107,19-08-2025,Customer_0877,Table,Furniture,3.0,29862.51,6160.47,Pune
100108,10-02-2025,Customer_2223,Bedsheet,Home,6.0,10039.52,2054.41,Nagpur
100109,28-01-2025,Customer_1721,Mixer,Home,4.0,13246.78,1965.48,nagpur
100110,15-05-2025,Customer_1954,Monitor,Electronics,7.0,84784.92,5682.37,Pune
100111,20-07-2025,Customer_1717,Jacket,Clothing,7.0,20895.79,2739.79,Kolhapur
100112,24-11-2025,Customer_1118,Table,Furniture,4.0,33367.96,3018.67,Nagpur
100113,25-09-2025,Customer_1377,Mixer,Home,7.0,25749.16,1546.6,Aurangabad
100114,02-02-2025,Customer_0523,Cookware,Home,8.0,19215.11,1396.55,Kolhapur
100115,17-02-2025,Customer_0344,Tablet,Electronics,1.0,16334.04,1989.45,Aurangabad
100116,03-03-2025,Customer_0745,Cookware,Home,8.0,17520.05,2046.33,PUNE
100117,04-08-2025,Customer_0867,Shoes,Clothing,6.0,14193.2,3040.56,Nagpur
100118,10/20/2025,Customer_1140,Jacket,Clothing,7.0,20432.49,1302.56,Nagpur
100119,09-04-2025,Customer_0080,T-Shirt,Clothing,8.0,5482.7,1096.55,Aurangabad
100120,21-06-2025,Customer_0282,Headphones,Electronics,4.0,9404.37,706.54,Aurangabad
100121,26-12-2025,Customer_0817,Laptop,Electronics,4.0,237053.39,37208.43,Pune
100122,02-08-2025,Customer_1940,Desk,Furniture,3.0,36759.38,2520.67,Aurangabad
100123,04-02-2025,Customer_1905,Monitor,Electronics,4.0,49960.38,7974.07,Aurangabad
100124,2025/08/15,Customer_2482,Jacket,Clothing,3.0,7663.72,1077.91,Kolhapur
100125,2025/04/11,Customer_0443,Smartphone,Electronics,5.0,126683.06,13347.47,Kolhapur
100126,05/11/2025,Customer_1625,Headphones,Electronics,7.0,19854.23,3867.49,Aurangabad
100127,14-09-2025,Customer_0418,Office Chair,Furniture,4.0,32001.36,2319.43,Aurangabad
100128,05-01-2025,Customer_2319,Backpack,Clothing,2.0,2469.15,342.83,Pune
100129,08/06/2025,Customer_1518,Backpack,Clothing,7.0,8802.5,1905.94,Pune
100130,12-09-2025,Customer_2008,T-Shirt,Clothing,7.0,4398.02,606.9,PUNE
100131,25-12-2025,Customer_0627,Lamp,Home,8.0,9208.67,1494.58,Nagpur
100132,10-10-2025,Customer_2205,Cabinet,Furniture,5.0,35548.44,4580.44,Nagpur
100133,26-07-2025,Customer_1321,Bedsheet,Home,5.0,8391.7,1695.46,Mumbai
100134,15-01-2025,Customer_0999,Headphones,Electronics,8.0,17243.51,3555.55,Nagpur
100135,12-12-2025,Customer_2025,Lamp,Home,1.0,1319.88,142.03,Nashik
100136,02/11/2025,Customer_1454,Table,Furniture,4.0,39124.34,2542.85,Nashik
100137,28-06-2025,Customer_2277,Jacket,Clothing,5.0,15960.84,2302.43,Pune
100138,04-03-2025,Customer_1665,Office Chair,Furniture,4.0,28229.53,3331.46,Nagpur
100139,18-12-2025,Customer_1836,Table,Furniture,8.0,62634.36,13672.82,Pune
100140,19-08-2025,Customer_1657,Headphones,Electronics,4.0,8617.88,1420.1,Aurangabad
100141,29-08-2025,Customer_1939,Bookshelf,Furniture,6.0,35381.55,7494.75,Kolhapur
100142,21-02-2025,Customer_1442,Shoes,Clothing,6.0,13857.0,2011.12,aurangabad
100143,2025/04/06,Customer_1030,Lamp,Home,5.0,5968.24,1029.27,Mumbai
100144,10-08-2025,Customer_0490,Smartphone,Electronics,6.0,130560.46,11881.82,Aurangabad
100145,19-08-2025,Customer_1984,Desk,Furniture,4.0,43889.73,7816.94,Nashik
100146,25-08-2025,,T-Shirt,Clothing,4.0,2538.88,385.3,Mumbai
100147,23-05-2025,Customer_0058,Jeans,Clothing,5.0,7316.59,1447.66,AURANGABAD
100148,20-06-2025,Customer_0224,Bookshelf,Furniture,1.0,6795.93,971.54,KOLHAPUR
100149,29-01-2025,Customer_0421,Jeans,Clothing,8.0,12232.87,1192.08,Pune
100150,05-02-2025,Customer_1805,Shoes,Clothing,8.0,17298.69,1781.07,Nashik
100151,13-01-2025,Customer_1957,Office Chair,Furniture,5.0,39235.15,5703.96,Pune
100152,09-06-2025,Customer_0304,Tablet,Electronics,8.0,163182.58,20137.44,Kolhapur
100153,23-11-2025,Customer_2306,Smartphone,Electronics,3.0,79361.93,10975.09,Nashik
100154,06-07-2025,Customer_2286,Smartphone,Electronics,2.0,50188.64,5161.6, Nagpur 
100155,31-08-2025,Customer_1846,Cabinet,Furniture,7.0,55243.17,7475.82, Nagpur 
100156,27-03-2025,Customer_1251,Backpack,Clothing,7.0,10407.53,2190.81,Kolhapur
100157,11-10-2025,Customer_0852,Monitor,Electronics,2.0,26566.3,1773.36,Aurangabad
100158,07-03-2025,Customer_0644,Bookshelf,Furniture,2.0,11986.66,1763.4,Mumbai
100159,19-06-2025,Customer_0642,Cabinet,Furniture,2.0,14408.51,2617.66, Pune 
100160,2025/02/14,Customer_1193,Bedsheet,Home,8.0,16494.89,3485.77,Pune
100161,03-03-2025,Customer_1860,Bookshelf,Furniture,5.0,27273.95,5456.38,Pune
100162,14-05-2025,Customer_1742,Bookshelf,Furniture,4.0,25472.35,3378.03,Pune
100163,11-10-2025,Customer_0583,Desk,Furniture,5.0,60731.0,11899.39,pune
100164,28-01-2025,Customer_2438,Smartphone,Electronics,5.0,124255.06,14874.97,Aurangabad
100165,18-04-2025,Customer_1920,Shoes,Clothing,2.0,4989.87,761.76,aurangabad
100166,2025/02/13,Customer_2050,Shoes,Clothing,5.0,11334.04,2313.79,Kolhapur
100167,06-12-2025,Customer_2450,Bedsheet,Home,2.0,3788.12,611.11,Pune
100168,13-10-2025,Customer_0106,Lamp,Home,5.0,5279.09,827.06,Pune
100169,27-11-2025,Customer_1104,Cabinet,Furniture,1.0,7090.31,514.7,Kolhapur
100170,08-05-2025,Customer_2126,Smartphone,Electronics,8.0,201638.65,25093.06,AURANGABAD
100171,12/14/2025,Customer_2398,Lamp,Home,3.0,3695.92,274.52,Nagpur
100172,19-08-2025,Customer_1426,Mixer,Home,8.0,27420.26,2412.05,Nagpur
100173,09-07-2025,Customer_0659,Jacket,Clothing,2.0,6418.33,961.36,Nashik
100174,13-08-2025,Customer_1641,Bedsheet,Home,5.0,9506.08,1065.32,Kolhapur
100175,10-10-2025,Customer_1289,Tablet,Electronics,2.0,31623.18,6835.01,Nashik
100176,01-05-2025,Customer_2108,T-Shirt,Clothing,7.0,4585.8,586.11,Pune
100177,26-04-2025,Customer_0769,Bedsheet,Home,1.0,1880.93,120.29, Kolhapur 
100178,21-08-2025,Customer_1811,Backpack,Clothing,8.0,12242.47,1785.6,Pune
100179,16-09-2025,Customer_1180,Bookshelf,Furniture,3.0,16802.37,1173.77,NAGPUR
100180,25-12-2025,Customer_2494,Mixer,Home,1.0,3145.62,639.21,Mumbai
100181,17-07-2025,Customer_2263,Bookshelf,Furniture,1.0,6334.84,633.38,Nagpur
100182,17-05-2025,Customer_1891,Smartphone,Electronics,2.0,43484.01,7413.96,Pune
100183,14-11-2025,Customer_2085,Table,Furniture,5.0,45977.5,5734.46,Aurangabad
100184,14-06-2025,Customer_1935,Shoes,Clothing,8.0,19181.67,1816.32,MUMBAI
100185,2025/08/13,Customer_1572,Vacuum Cleaner,Home,3.0,20492.23,4412.12,mumbai
100186,11/03/2025,Customer_1700,Office Chair,Furniture,5.0,33851.8,5265.26,Nashik
100187,22-08-2025,Customer_1223,T-Shirt,Clothing,5.0,3420.39,449.68,Kolhapur
100188,21-06-2025,Customer_2207,Cookware,Home,8.0,16301.9,3130.32,Nagpur
100189,01-06-2025,Customer_1866,Jacket,Clothing,7.0,19513.3,2867.38,Nashik
100190,11-11-2025,Customer_0957,Desk,Furniture,7.0,79079.98,7045.18,Nagpur
100191,09-06-2025,Customer_1562,Headphones,Electronics,8.0,17515.46,3052.23,nagpur
100192,06-04-2025,Customer_0518,Table,Furniture,1.0,8179.83,1393.94,KOLHAPUR
100193,21-08-2025,Customer_0409,T-Shirt,Clothing,8.0,5415.83,685.23,Kolhapur
100194,29-06-2025,Customer_1680,Mixer,Home,3.0,10402.91,1236.21, Aurangabad 
100195,23-04-2025,Customer_1086,Office Chair,Furniture,8.0,52811.16,5784.99,nashik
100196,14-11-2025,Customer_2186,Mixer,Home,6.0,22031.53,3668.81,Nagpur
100197,21-02-2025,Customer_0281,Shoes,Clothing,1.0,2339.67,312.62,Mumbai
100198,25-09-2025,Customer_1778,Jeans,Clothing,2.0,2905.71,272.15,Pune
100199,22-10-2025,Customer_1227,Tablet,Electronics,3.0,46273.36,9415.68,Pune
100200,23-04-2025,Customer_1202,Headphones,Electronics,1.0,2283.03,220.1,Nashik
100201,11-04-2025,Customer_1001,Shoes,Clothing,3.0,7004.1,563.03,Kolhapur
100202,2025/04/23,Customer_0697,Vacuum Cleaner,Home,3.0,20314.69,1463.12,Mumbai
100203,22-03-2025,Customer_0987,Monitor,Electronics,7.0,87245.55,14235.08,Nagpur
100204,06-07-2025,Customer_1041,Desk,Furniture,8.0,91382.23,15833.95,nagpur
100205,23-04-2025,Customer_1179,T-Shirt,Clothing,8.0,5696.47,575.14,Aurangabad
100206,01/02/2025,Customer_1416,Office Chair,Furniture,8.0,62714.9,4929.63,Kolhapur
100207,2025/05/10,Customer_1872,Shoes,Clothing,5.0,12636.54,1642.04,Nashik
100208,2025/08/08,Customer_0437,Table,Furniture,8.0,66986.07,10492.75,Mumbai
100209,23-02-2025,Customer_2355,Vacuum Cleaner,Home,6.0,43344.6,9528.22,Nashik
100210,2025/12/09,Customer_1125,T-Shirt,Clothing,7.0,5058.41,631.05,Pune
100211,12-08-2025,Customer_1173,Monitor,Electronics,8.0,102766.96,10393.37,Mumbai
100212,13-08-2025,Customer_1027,Jeans,Clothing,4.0,6360.55,755.41,Aurangabad
100213,06-05-2025,Customer_1266,Office Chair,Furniture,1.0,8431.08,1002.69,Nagpur
100214,10-05-2025,Customer_0539,Monitor,Electronics,6.0,80810.8,9807.65,Pune
100215,22-02-2025,Customer_0720,Jacket,Clothing,7.0,21579.33,3541.73,MUMBAI
100216,21-06-2025,Customer_2175,Cabinet,Furniture,6.0,49644.03,5632.75,Kolhapur
100217,06-08-2025,Customer_1974,Jeans,Clothing,5.0,8762.97,579.57,Nashik
100218,2025/06/09,Customer_0309,T-Shirt,Clothing,8.0,6222.94,883.91,Mumbai
100219,07/17/2025,Customer_0370,Table,Furniture,6.0,52351.65,7305.5,Nagpur
100220,04-09-2025,Customer_1863,Headphones,Electronics,2.0,5251.12,325.79,Nashik
100221,20-11-2025,Customer_1522,Backpack,Clothing,7.0,10892.36,1432.11,Pune
100222,2025/07/22,Customer_2300,Table,Furniture,1.0,8576.01,704.26,NASHIK
100223,03-07-2025,Customer_1238,Office Chair,Furniture,8.0,58910.38,8212.79,Aurangabad
100224,05/03/2025,Customer_0186,Mixer,Home,3.0,10196.49,1718.98,Pune
100225,12-09-2025,Customer_0399,Shoes,Clothing,2.0,4881.34,1043.76,Mumbai
100226,21-10-2025,Customer_1520,Table,Furniture,8.0,74144.39,14027.86,Aurangabad
100227,07-10-2025,Customer_1700,Vacuum Cleaner,Home,3.0,17214.73,2127.17,Aurangabad
100228,21-11-2025,Customer_1146,Tablet,Electronics,7.0,119832.84,18108.8,Pune
100229,08-04-2025,Customer_1822,Jeans,Clothing,8.0,14186.68,1029.02,Mumbai
100230,2025/07/17,Customer_2231,T-Shirt,Clothing,6.0,3661.44,717.83,Aurangabad
100231,28-08-2025,Customer_1131,T-Shirt,Clothing,7.0,4477.89,747.81,Mumbai
100232,24-05-2025,Customer_0869,Tablet,Electronics,2.0,36463.08,7046.96,Aurangabad
100233,04/07/2025,Customer_0998,Laptop,Electronics,6.0,292883.8,23654.84,Mumbai
100234,20-07-2025,Customer_2402,Office Chair,Furniture,4.0,30511.37,6450.73, Mumbai 
100235,04-05-2025,Customer_2442,Bookshelf,Furniture,3.0,17540.99,1970.04,Pune
100236,06-07-2025,Customer_2213,Jeans,Clothing,3.0,4953.63,1034.67,Nashik
100237,11/22/2025,Customer_0540,Office Chair,Furniture,1.0,8258.09,1810.81,Pune
100238,15-12-2025,Customer_0065,Jeans,Clothing,6.0,8225.0,642.02,mumbai
100239,09/16/2025,Customer_1725,T-Shirt,Clothing,3.0,2168.96,414.91,Kolhapur
100240,28-05-2025,Customer_1837,Laptop,Electronics,8.0,411652.25,40454.62,Nashik
100241,2025/09/09,Customer_0178,Tablet,Electronics,4.0,78198.68,5397.36,Aurangabad
100242,12-12-2025,Customer_0250,Shoes,Clothing,1.0,2402.04,338.52,Nagpur
100243,2025/05/27,Customer_2009,Bedsheet,Home,2.0,3665.18,647.19,aurangabad
100244,28-05-2025,Customer_1320,Mixer,Home,2.0,6695.18,1058.04,Kolhapur
100245,18-12-2025,Customer_1127,Office Chair,Furniture,3.0,23076.28,3406.49,Kolhapur
100246,18-07-2025,Customer_1859,Shoes,Clothing,5.0,13026.81,1322.38,Kolhapur
100247,04-11-2025,Customer_2259,Mixer,Home,2.0,6127.76,484.6,AURANGABAD
100248,2025/05/08,Customer_0936,Table,Furniture,8.0,66050.98,9249.23,NAGPUR
100249,08-02-2025,Customer_1704,Shoes,Clothing,7.0,19287.32,3321.41,aurangabad
100250,04-12-2025,Customer_1281,Headphones,Electronics,-2.0,19017.46,2208.99,Aurangabad
100251,26-12-2025,Customer_1943,Jacket,Clothing,3.0,8159.73,1003.56,Pune
100252,09-05-2025,Customer_1769,Laptop,Electronics,2.0,99831.82,6967.73,pune
100253,24-09-2025,Customer_2403,Jeans,Clothing,1.0,1643.64,358.76,Kolhapur
100254,31-05-2025,Customer_1449,T-Shirt,Clothing,7.0,,297.56,Aurangabad
100255,25-10-2025,Customer_2460,Mixer,Home,5.0,18967.54,1904.6,Nashik
100256,09-04-2025,Customer_0634,T-Shirt,Clothing,4.0,3076.9,531.16,Aurangabad
100257,20-09-2025,Customer_1435,Cookware,Home,2.0,4988.29,625.67,kolhapur
100258,09-09-2025,Customer_2352,T-Shirt,Clothing,5.0,3670.07,493.17,Mumbai
100259,24-05-2025,Customer_2495,Vacuum Cleaner,Home,1.0,6754.65,891.18,Aurangabad
100260,12-12-2025,Customer_1120,T-Shirt,Clothing,3.0,1903.84,268.94,Aurangabad
100261,22-04-2025,Customer_0026,Jacket,Clothing,6.0,16944.06,3214.23, Mumbai 
100262,01-03-2025,Customer_0286,Cabinet,Furniture,7.0,59956.75,9965.21,Mumbai
100263,02-01-2025,Customer_1541,Laptop,Electronics,4.0,194483.55,34092.7,Nagpur
100264,31-10-2025,Customer_1516,Lamp,Home,3.0,3600.33,731.07,Nashik
100265,11-09-2025,Customer_0216,Backpack,Clothing,2.0,3152.69,216.98, Mumbai 
100266,20-05-2025,Customer_0335,Cabinet,Furniture,1.0,8769.54,579.07,NASHIK
100267,2025/02/06,Customer_2487,Bedsheet,Home,8.0,13826.17,2029.24,NAGPUR
100268,09-06-2025,Customer_2099,Lamp,Home,4.0,4293.27,770.26,Pune
100269,09-01-2025,Customer_1161,Shoes,Clothing,2.0,4262.53,370.74,Aurangabad
100270,21-08-2025,Customer_0187,Vacuum Cleaner,Home,5.0,33287.77,5802.13,Mumbai
100271,09-04-2025,Customer_0032,Vacuum Cleaner,Home,1.0,7312.45,1264.17,mumbai
100272,27-05-2025,Customer_1047,Jeans,Clothing,3.0,5047.36,621.3,Nashik
100273,31-10-2025,Customer_2038,T-Shirt,Clothing,1.0,595.27,47.16,Aurangabad
100274,27-07-2025,Customer_1558,Cookware,Home,3.0,6668.42,1120.43,Kolhapur
100275,11-05-2025,Customer_0296,Cabinet,Furniture,,46811.26,8281.32,NAGPUR
100276,01-06-2025,Customer_1884,Tablet,Electronics,,18118.06,1302.11,Pune
100277,23-02-2025,Customer_2349,Backpack,Clothing,7.0,8894.53,1729.09,Nagpur
100278,30-04-2025,Customer_1660,Lamp,Home,2.0,2561.94,520.49,Pune
100279,10-06-2025,Customer_1483,Jeans,Clothing,8.0,11331.42,2475.19,Pune
100280,26-04-2025,Customer_1785,Mixer,Home,4.0,12779.51,790.86,Kolhapur
100281,16-03-2025,Customer_1622,Vacuum Cleaner,Home,2.0,14939.95,1568.27,Nashik
100282,23-04-2025,Customer_0689,Jeans,Clothing,6.0,10083.9,890.1,Pune
100283,14-04-2025,Customer_1432,Monitor,Electronics,4.0,57347.84,11735.98,Nashik
100284,06-12-2025,Customer_0600,Desk,Furniture,2.0,22705.3,3797.25,NASHIK
100285,11-09-2025,Customer_0309,Desk,Furniture,3.0,32629.36,5219.63,Mumbai
100286,15-08-2025,Customer_2313,Bedsheet,Home,8.0,13693.47,1284.36,Aurangabad
100287,2025/04/22,Customer_1802,Jacket,Clothing,3.0,7929.22,702.64, Pune 
100288,09-04-2025,Customer_1126,Bedsheet,Home,5.0,10085.17,1246.02,Kolhapur
100289,02-06-2025,Customer_1272,Headphones,Electronics,2.0,4617.92,608.39,nagpur
100290,15-12-2025,Customer_1511,Mixer,Home,1.0,3311.56,593.12,Nashik
100291,04-12-2025,Customer_1896,Laptop,Electronics,7.0,439425.9,57162.89,Kolhapur
100292,13-07-2025,Customer_1317,Tablet,Electronics,4.0,79798.32,12012.69,KOLHAPUR
100293,06-11-2025,Customer_0254,Vacuum Cleaner,Home,3.0,17494.83,2982.86,Nagpur
100294,12-06-2025,Customer_2067,Headphones,Electronics,2.0,5020.15,823.79,
100295,27-07-2025,Customer_1794,Office Chair,Furniture,4.0,33507.19,4371.67,Nagpur
100296,2025/06/18,Customer_1159,Bookshelf,Furniture,6.0,40332.72,7264.21,NAGPUR
100297,10-06-2025,Customer_1371,Lamp,Home,1.0,1195.9,187.18,Pune
