Order_ID,Order_Date,Customer_Name,Product,Category,Quantity,Sales,Profit,Region
104249,2025-01-02,Customer_0953,Backpack,Clothing,7,9104.72,1860.73,Nagpur
104758,2025-01-02,Customer_0356,Shoes,Clothing,2,4483.31,960.28,Kolhapur
104323,2025-01-02,Customer_1977,Office Chair,Furniture,6,38299.23,6953.37,Nashik
109293,2025-01-02,Customer_1350,Bookshelf,Furniture,8,47636.39,5787.1,Nagpur
108139,2025-01-02,Customer_2373,Mixer,Home,2,6285.35,1311.26,Nashik
108131,2025-01-02,Customer_0537,Jacket,Clothing,1,2592.71,271.18,Kolhapur
100263,2025-01-02,Customer_1541,Laptop,Electronics,4,194483.55,34092.7,Nagpur
103330,2025-01-02,Customer_1663,Tablet,Electronics,6,122478.5,13065.5,Kolhapur
108019,2025-01-02,Customer_0313,Bookshelf,Furniture,7,41993.22,7395.21,Pune
103152,2025-01-02,Customer_1044,Laptop,Electronics,4,241968.48,16235.0,Nagpur
108222,2025-01-03,Customer_0760,Shoes,Clothing,8,17184.68,2641.99,Nagpur
102321,2025-01-03,Customer_0276,Backpack,Clothing,3,4242.97,402.76,Nagpur
108256,2025-01-03,Customer_0749,Mixer,Home,1,4006.69,528.77,Nagpur
103930,2025-01-03,Customer_0909,Bookshelf,Furniture,7,42471.04,3636.39,Aurangabad
104489,2025-01-03,Customer_1724,Smartphone,Electronics,3,68427.43,10070.11,Aurangabad
103769,2025-01-03,Customer_2376,Desk,Furniture,6,68589.25,7794.9,Mumbai
102677,2025-01-03,Customer_1398,Jacket,Clothing,4,11814.02,2487.03,Nashik
104687,2025-01-03,Customer_2307,T-Shirt,Clothing,5,3313.47,544.48,Nagpur
105524,2025-01-03,Customer_0961,Office Chair,Furniture,4,32928.93,4349.77,Nashik
101864,2025-01-03,Customer_2151,Laptop,Electronics,7,419105.65,67444.48,Nagpur
101518,2025-01-03,Customer_0833,Mixer,Home,4,14569.49,1582.18,Mumbai
102657,2025-01-03,Customer_0059,Table,Furniture,7,65951.23,12978.42,Aurangabad
101577,2025-01-03,Customer_0459,Office Chair,Furniture,4,31173.61,3372.86,Pune
106845,2025-01-03,Customer_1750,Shoes,Clothing,3,8067.46,783.49,Nagpur
109868,2025-01-03,Customer_1065,Headphones,Electronics,8,22626.44,3718.03,Aurangabad
107687,2025-01-03,Customer_1116,Laptop,Electronics,8,478437.05,34921.66,Nagpur
109795,2025-01-03,Customer_1857,Cookware,Home,8,19585.39,3384.1,Kolhapur
104131,2025-01-03,Customer_0328,Bedsheet,Home,4,7471.07,917.01,Kolhapur
102731,2025-01-03,Customer_2076,Laptop,Electronics,3,178142.18,34633.04,Kolhapur
104205,2025-01-03,Customer_0233,Jacket,Clothing,4,11091.86,1218.18,Mumbai
104845,2025-01-03,Customer_1913,Backpack,Clothing,3,3610.55,244.21,Aurangabad
102124,2025-01-03,Customer_1733,Smartphone,Electronics,1,27847.9,2560.8,Nashik
106569,2025-01-03,Customer_1076,Office Chair,Furniture,3,21719.5,1758.56,Mumbai
107869,2025-01-03,Customer_0733,Bookshelf,Furniture,2,13282.42,2715.7,Mumbai
107638,2025-01-04,Customer_0002,Vacuum Cleaner,Home,1,5764.34,819.97,Kolhapur
101328,2025-01-04,Customer_2368,Cabinet,Furniture,3,23232.14,4540.68,Kolhapur
107365,2025-01-04,Customer_2368,Lamp,Home,7,9653.71,1775.84,Pune
107714,2025-01-04,Customer_1314,Lamp,Home,6,8202.28,520.93,Mumbai
107700,2025-01-04,Customer_0337,Backpack,Clothing,3,4483.78,983.64,Aurangabad
105706,2025-01-04,Customer_2125,Shoes,Clothing,2,4538.35,599.03,Mumbai
101911,2025-01-04,Customer_2378,Smartphone,Electronics,6,164133.01,25765.2,Pune
105496,2025-01-04,Customer_2488,Lamp,Home,1,1323.5,229.94,Kolhapur
107112,2025-01-04,Customer_1113,Table,Furniture,5,39928.11,4776.85,Nagpur
101486,2025-01-04,Customer_0261,Backpack,Clothing,5,7552.19,1370.86,Nagpur
109812,2025-01-04,Customer_1739,Lamp,Home,2,2751.9,232.65,Mumbai
100968,2025-01-04,Customer_2363,Shoes,Clothing,4,9324.94,678.33,Mumbai
101723,2025-01-04,Customer_1193,Backpack,Clothing,6,9079.1,900.34,Nashik
108553,2025-01-04,Customer_0799,Mixer,Home,7,24148.38,2319.27,Pune
100948,2025-01-04,Customer_1661,Lamp,Home,7,7571.74,1263.09,Kolhapur
104104,2025-01-04,Customer_0435,Cabinet,Furniture,1,7174.06,647.66,Kolhapur
100325,2025-01-04,Customer_0258,Vacuum Cleaner,Home,8,55856.7,6137.12,Pune
102728,2025-01-04,Customer_1537,Table,Furniture,2,17113.93,1394.41,Pune
105013,2025-01-04,Customer_0827,Shoes,Clothing,2,5592.05,364.98,Kolhapur
109827,2025-01-04,Customer_1123,Vacuum Cleaner,Home,7,46569.75,3071.79,Nagpur
103866,2025-01-04,Customer_2139,Laptop,Electronics,2,100077.69,7049.56,Nagpur
106026,2025-01-04,Customer_1269,Jeans,Clothing,8,13923.15,2508.12,Kolhapur
106391,2025-01-04,Unknown Customer,Smartphone,Electronics,3,71823.64,13567.02,Kolhapur
101091,2025-01-05,Customer_1805,Vacuum Cleaner,Home,3,21527.34,1730.8,Pune
100128,2025-01-05,Customer_2319,Backpack,Clothing,2,2469.15,342.83,Pune
101044,2025-01-05,Customer_1841,Office Chair,Furniture,3,21777.42,4657.8,Nashik
100613,2025-01-05,Customer_0884,Laptop,Electronics,5,296318.3,18821.5,Pune
105285,2025-01-05,Customer_0354,Shoes,Clothing,2,4362.26,593.37,Nagpur
103477,2025-01-05,Customer_1480,Monitor,Electronics,4,48901.79,7575.94,Nagpur
102051,2025-01-05,Customer_0461,Jeans,Clothing,7,11832.27,2576.55,Nagpur
103494,2025-01-05,Customer_2373,Jeans,Clothing,6,9846.28,1139.17,Nagpur
102330,2025-01-05,Customer_1727,Laptop,Electronics,6,326462.38,68017.77,Nashik
102281,2025-01-05,Customer_0223,Tablet,Electronics,5,131691.09,21728.57,Pune
104797,2025-01-05,Customer_0357,Headphones,Electronics,5,11170.77,1753.59,Kolhapur
104270,2025-01-05,Customer_2094,Headphones,Electronics,8,19779.97,3276.11,Kolhapur
100415,2025-01-05,Customer_1419,Headphones,Electronics,2,4540.58,523.68,Nagpur
105343,2025-01-05,Customer_0765,T-Shirt,Clothing,5,3171.03,615.73,Kolhapur
107280,2025-01-05,Customer_0167,Laptop,Electronics,7,425466.36,92285.64,Aurangabad
107252,2025-01-05,Customer_0042,Desk,Furniture,5,64071.65,8855.03,Mumbai
103907,2025-01-05,Customer_1636,Laptop,Electronics,2,121072.8,21403.23,Mumbai
105665,2025-01-05,Customer_0404,Desk,Furniture,1,13590.1,1511.23,Mumbai
100720,2025-01-05,Customer_1310,Cabinet,Furniture,5,35022.41,5744.19,Aurangabad
107520,2025-01-05,Customer_1480,Office Chair,Furniture,5,36538.1,4801.6,Pune
101561,2025-01-05,Customer_0636,Shoes,Clothing,4,11204.2,2167.19,Nagpur
107769,2025-01-05,Customer_0399,Headphones,Electronics,8,18672.92,2081.8,Mumbai
105423,2025-01-05,Customer_0024,Cookware,Home,6,13126.59,2162.94,Nagpur
106857,2025-01-06,Customer_0501,Bedsheet,Home,6,12080.97,1807.2,Mumbai
104537,2025-01-06,Customer_0655,Table,Furniture,5,43622.47,4222.13,Mumbai
100964,2025-01-06,Customer_1459,Desk,Furniture,4,48818.09,8096.18,Mumbai
105507,2025-01-06,Customer_0126,Table,Furniture,1,8048.87,1525.62,Kolhapur
105416,2025-01-06,Customer_1511,Bedsheet,Home,4,7230.65,903.86,Pune
106153,2025-01-06,Customer_1972,Table,Furniture,1,9813.54,1823.54,Kolhapur
109297,2025-01-06,Customer_2138,Lamp,Home,6,6538.82,926.22,Aurangabad
103931,2025-01-06,Customer_1216,Office Chair,Furniture,8,51139.14,6530.37,Mumbai
106220,2025-01-06,Customer_0184,Desk,Furniture,6,64488.82,4332.19,Nashik
104663,2025-01-06,Customer_0845,Cookware,Home,8,19487.88,2337.46,Mumbai
105231,2025-01-06,Customer_0728,Mixer,Home,6,20870.51,4372.37,Nagpur
108884,2025-01-06,Customer_2214,Backpack,Clothing,4,5806.8,1072.36,Pune
106508,2025-01-06,Customer_0487,Bookshelf,Furniture,6,36782.71,4710.83,Nashik
100934,2025-01-06,Customer_1693,Shoes,Clothing,4,10320.16,1654.17,Kolhapur
109087,2025-01-06,Customer_0734,Vacuum Cleaner,Home,5,31338.15,1916.76,Kolhapur
108010,2025-01-06,Customer_1793,Jacket,Clothing,1,3140.66,473.45,Pune
100334,2025-01-06,Customer_1961,Jeans,Clothing,8,11068.78,719.13,Aurangabad
102862,2025-01-07,Customer_1863,Cabinet,Furniture,6,42970.61,6844.77,Aurangabad
109523,2025-01-07,Customer_1568,Smartphone,Electronics,1,21459.32,4350.31,Nashik
108994,2025-01-07,Customer_2384,Cookware,Home,7,14433.03,1832.73,Nashik
100605,2025-01-07,Customer_1289,Lamp,Home,7,7684.66,1187.58,Mumbai
107460,2025-01-07,Customer_0759,Cabinet,Furniture,6,53955.3,9121.7,Mumbai
104945,2025-01-07,Customer_1968,Jacket,Clothing,5,12601.31,1295.09,Aurangabad
101462,2025-01-07,Customer_1297,Vacuum Cleaner,Home,1,6671.77,1009.51,Nagpur
101714,2025-01-07,Customer_1858,Cookware,Home,1,1976.73,235.27,Nagpur
104253,2025-01-07,Customer_0839,T-Shirt,Clothing,4,2420.77,433.52,Aurangabad
102381,2025-01-07,Customer_0971,Monitor,Electronics,2,24913.69,3069.67,Mumbai
106550,2025-01-07,Customer_1727,Laptop,Electronics,3,152712.06,13512.35,Kolhapur
106503,2025-01-07,Customer_1158,Cabinet,Furniture,6,51015.04,5422.06,Pune
103836,2025-01-07,Customer_0348,Lamp,Home,8,8934.44,616.16,Nagpur
101859,2025-01-07,Customer_1749,Table,Furniture,3,24198.01,3955.06,Nashik
104616,2025-01-07,Customer_2368,Monitor,Electronics,4,59057.56,6732.32,Mumbai
106487,2025-01-07,Customer_0972,Laptop,Electronics,8,428710.93,27976.83,Nagpur
104372,2025-01-07,Customer_0754,Backpack,Clothing,7,8620.92,1458.86,Nashik
101650,2025-01-07,Customer_1587,T-Shirt,Clothing,7,4532.58,574.4,Mumbai
105975,2025-01-07,Customer_1827,Shoes,Clothing,1,2770.26,228.39,Kolhapur
106012,2025-01-07,Customer_0413,Smartphone,Electronics,7,181827.74,35439.93,Pune
103379,2025-01-07,Customer_2451,Laptop,Electronics,5,306060.06,60092.55,Kolhapur
108067,2025-01-07,Customer_0052,Smartphone,Electronics,5,135210.34,13989.21,Aurangabad
102467,2025-01-07,Customer_2036,Table,Furniture,1,7906.46,880.17,Aurangabad
106419,2025-01-08,Customer_2225,Office Chair,Furniture,1,6961.42,609.96,Pune
106160,2025-01-08,Customer_0029,Monitor,Electronics,8,119962.51,24412.43,Pune
108917,2025-01-08,Customer_2211,Monitor,Electronics,7,104301.67,20043.98,Aurangabad
105893,2025-01-08,Customer_0094,Monitor,Electronics,2,27528.74,5609.75,Nagpur
103181,2025-01-08,Customer_1427,Tablet,Electronics,5,77738.0,4754.49,Mumbai
101764,2025-01-08,Customer_1155,T-Shirt,Clothing,5,3023.91,522.59,Nashik
103475,2025-01-08,Customer_0478,Monitor,Electronics,2,23880.52,2517.37,Aurangabad
102044,2025-01-08,Customer_0571,T-Shirt,Clothing,4,2395.25,420.59,Nagpur
104743,2025-01-08,Customer_0329,Bookshelf,Furniture,6,39627.19,5834.33,Kolhapur
101941,2025-01-08,Customer_0342,Table,Furniture,8,74359.21,7732.27,Nashik
105606,2025-01-08,Customer_2360,Desk,Furniture,6,63789.53,5987.19,Pune
100687,2025-01-08,Customer_0746,Vacuum Cleaner,Home,1,6399.55,1388.09,Kolhapur
101250,2025-01-08,Customer_2367,Cookware,Home,4,9154.4,1683.64,Aurangabad
102565,2025-01-08,Customer_2188,Shoes,Clothing,7,19394.49,3500.98,Pune
107143,2025-01-08,Customer_1750,Desk,Furniture,1,11491.09,2464.11,Pune
102989,2025-01-08,Customer_0649,Tablet,Electronics,7,143350.47,23251.2,Nashik
107134,2025-01-08,Customer_1092,Lamp,Home,7,7394.83,1389.85,Aurangabad
103933,2025-01-08,Customer_2171,Jeans,Clothing,7,9778.42,907.58,Pune
100875,2025-01-08,Customer_0046,Bookshelf,Furniture,6,35954.85,6369.69,Kolhapur
108201,2025-01-08,Customer_1324,Jacket,Clothing,3,7302.66,1199.2,Unknown
100828,2025-01-08,Customer_2173,Table,Furniture,1,8362.28,517.89,Aurangabad
103980,2025-01-08,Customer_1261,Desk,Furniture,4,43360.3,2957.1,Nashik
106035,2025-01-08,Customer_0310,Desk,Furniture,3,34424.61,2224.72,Nashik
102543,2025-01-08,Customer_0473,Lamp,Home,1,1234.19,266.38,Kolhapur
109924,2025-01-08,Customer_0088,Tablet,Electronics,3,56182.86,9352.3,Pune
109593,2025-01-08,Customer_1654,Vacuum Cleaner,Home,8,54544.39,9562.15,Pune
109690,2025-01-08,Customer_1870,Lamp,Home,1,1054.89,197.23,Nashik
104166,2025-01-09,Customer_0526,Backpack,Clothing,7,8341.83,1036.58,Kolhapur
101319,2025-01-09,Customer_1336,Jeans,Clothing,2,3102.22,474.0,Mumbai
100097,2025-01-09,Customer_1573,Vacuum Cleaner,Home,4,22172.62,2899.8,Nagpur
106720,2025-01-09,Customer_0358,Vacuum Cleaner,Home,7,46673.48,7328.45,Mumbai
109970,2025-01-09,Customer_1600,Bookshelf,Furniture,8,50976.47,10927.77,Aurangabad
106394,2025-01-09,Customer_2468,Smartphone,Electronics,7,173289.05,29041.43,Mumbai
101597,2025-01-09,Customer_1244,Tablet,Electronics,8,144543.93,16318.45,Mumbai
105661,2025-01-09,Customer_0998,Laptop,Electronics,2,98639.65,7939.76,Kolhapur
106172,2025-01-09,Customer_1225,Headphones,Electronics,3,7700.56,477.72,Kolhapur
108722,2025-01-09,Customer_1982,Smartphone,Electronics,2,56231.77,5450.91,Nagpur
106423,2025-01-09,Customer_2137,Laptop,Electronics,8,470472.43,41240.52,Kolhapur
108938,2025-01-09,Customer_1446,Office Chair,Furniture,7,46629.08,3334.08,Mumbai
107373,2025-01-09,Customer_0704,Jeans,Clothing,7,12868.42,2718.57,Pune
101783,2025-01-09,Customer_2198,Office Chair,Furniture,3,23588.8,4854.6,Nagpur
100601,2025-01-09,Customer_2500,Office Chair,Furniture,1,7790.51,657.72,Aurangabad
108165,2025-01-09,Customer_1807,Jacket,Clothing,7,18052.74,1124.67,Aurangabad
100269,2025-01-09,Customer_1161,Shoes,Clothing,2,4262.53,370.74,Aurangabad
109800,2025-01-09,Customer_1905,Shoes,Clothing,5,13095.86,797.64,Aurangabad
107327,2025-01-09,Customer_1453,Lamp,Home,1,1354.69,241.81,Kolhapur
101843,2025-01-09,Customer_0639,Bedsheet,Home,7,12634.03,2552.72,Nagpur
108828,2025-01-09,Customer_2034,Office Chair,Furniture,1,7012.31,543.06,Kolhapur
102203,2025-01-09,Customer_1417,Jacket,Clothing,6,15408.44,2018.92,Nagpur
108369,2025-01-09,Customer_2097,Headphones,Electronics,4,10518.68,1029.88,Kolhapur
109577,2025-01-09,Customer_1547,Cookware,Home,5,11471.71,2145.82,Pune
101003,2025-01-10,Customer_2421,Cabinet,Furniture,3,27427.71,2772.75,Kolhapur
109278,2025-01-10,Customer_1658,Desk,Furniture,8,102419.52,14879.96,Mumbai
100714,2025-01-10,Customer_1586,Cabinet,Furniture,1,9189.45,922.86,Kolhapur
101090,2025-01-10,Customer_1433,Headphones,Electronics,3,7582.95,1560.02,Kolhapur
107472,2025-01-10,Customer_1869,Cookware,Home,6,11976.78,1524.5,Nagpur
106383,2025-01-10,Customer_2482,Shoes,Clothing,2,4979.31,774.48,Mumbai
107105,2025-01-10,Customer_0486,Bedsheet,Home,1,2038.16,181.27,Pune
102683,2025-01-10,Customer_0422,Backpack,Clothing,8,10901.72,1122.96,Aurangabad
107364,2025-01-10,Customer_0253,Laptop,Electronics,4,226344.67,49004.78,Aurangabad
106505,2025-01-10,Customer_0178,Jeans,Clothing,6,9063.45,827.62,Aurangabad
105769,2025-01-10,Customer_0945,Cabinet,Furniture,1,7184.55,1238.17,Nashik
109609,2025-01-10,Customer_1793,Headphones,Electronics,5,11466.4,1339.7,Pune
102524,2025-01-10,Customer_2115,Jeans,Clothing,6,8374.07,889.55,Pune
109942,2025-01-10,Customer_0631,Jeans,Clothing,1,1753.74,158.66,Mumbai
101972,2025-01-10,Customer_2112,Cookware,Home,5,11635.62,1800.62,Pune
104168,2025-01-10,Customer_2339,Office Chair,Furniture,1,7903.56,1090.73,Nagpur
103651,2025-01-10,Customer_2159,Jeans,Clothing,8,12310.27,1639.98,Nagpur
109993,2025-01-10,Customer_0952,Tablet,Electronics,7,118195.75,13407.83,Nashik
106794,2025-01-10,Customer_0774,Backpack,Clothing,5,6767.77,437.56,Aurangabad
106859,2025-01-10,Customer_0860,Laptop,Electronics,6,330577.36,28410.19,Nagpur
102205,2025-01-10,Customer_1862,Tablet,Electronics,5,100692.77,12721.44,Nagpur
104015,2025-01-10,Customer_2062,Office Chair,Furniture,3,19321.02,3068.92,Pune
107905,2025-01-10,Customer_1610,Tablet,Electronics,1,19886.82,1813.02,Nashik
109654,2025-01-10,Customer_1712,Bookshelf,Furniture,3,16698.41,1484.0,Pune
108597,2025-01-11,Customer_0943,T-Shirt,Clothing,8,5095.74,631.69,Nagpur
105941,2025-01-11,Customer_0947,Jeans,Clothing,2,3195.14,700.22,Nashik
108478,2025-01-11,Customer_2408,Shoes,Clothing,6,13629.76,2916.92,Kolhapur
102600,2025-01-11,Customer_0743,Monitor,Electronics,7,105991.21,21592.18,Aurangabad
101801,2025-01-11,Customer_1340,T-Shirt,Clothing,3,2258.01,231.42,Aurangabad
108963,2025-01-11,Customer_1783,Lamp,Home,8,9467.09,1909.75,Nagpur
105021,2025-01-11,Customer_1551,T-Shirt,Clothing,4,3001.0,619.98,Pune
107301,2025-01-11,Customer_1863,Mixer,Home,3,11698.53,1150.9,Aurangabad
103725,2025-01-11,Customer_0278,Jacket,Clothing,1,2413.54,467.35,Pune
106116,2025-01-11,Customer_0977,Laptop,Electronics,8,460521.47,84201.07,Nashik
107076,2025-01-11,Customer_1385,Laptop,Electronics,7,362012.67,75798.47,Kolhapur
101538,2025-01-11,Customer_1927,Desk,Furniture,1,12735.93,1766.97,Nashik
101379,2025-01-11,Customer_0797,Mixer,Home,7,24603.13,3732.39,Nagpur
103942,2025-01-11,Customer_0844,Shoes,Clothing,3,8036.99,1648.92,Kolhapur
104577,2025-01-11,Customer_2404,Office Chair,Furniture,5,38168.27,2569.65,Nagpur
102240,2025-01-11,Customer_1251,Cabinet,Furniture,8,61612.46,5087.31,Aurangabad
105977,2025-01-11,Customer_1869,Monitor,Electronics,2,27072.6,1689.8,Nagpur
105562,2025-01-11,Customer_1264,Mixer,Home,2,7358.8,1303.08,Kolhapur
104975,2025-01-11,Customer_0962,Bedsheet,Home,1,1690.19,177.49,Nagpur
107872,2025-01-11,Customer_0569,Monitor,Electronics,4,53119.39,4058.73,Aurangabad
108399,2025-01-12,Customer_0258,Bookshelf,Furniture,6,33777.9,5198.45,Nashik
108739,2025-01-12,Customer_0267,Tablet,Electronics,3,53807.95,5089.4,Pune
105764,2025-01-12,Customer_0145,Jeans,Clothing,3,4279.93,860.24,Aurangabad
106091,2025-01-12,Customer_0039,Bedsheet,Home,1,1868.06,159.54,Nagpur
108314,2025-01-12,Customer_0047,Cabinet,Furniture,4,33154.76,6533.03,Mumbai
101700,2025-01-12,Customer_0920,Lamp,Home,1,1123.37,157.4,Pune
107123,2025-01-12,Customer_1432,Smartphone,Electronics,8,206375.96,40309.77,Nashik
102318,2025-01-12,Customer_1473,Smartphone,Electronics,1,22997.29,4711.65,Nagpur
107328,2025-01-12,Customer_2306,Tablet,Electronics,4,67347.52,8123.53,Mumbai
101667,2025-01-12,Customer_0472,Table,Furniture,7,60448.98,12374.86,Nashik
101754,2025-01-12,Customer_0551,Jacket,Clothing,2,6281.03,788.37,Pune
102020,2025-01-12,Customer_0015,Jeans,Clothing,3,4667.84,484.59,Mumbai
108151,2025-01-12,Customer_2004,Jeans,Clothing,7,11345.38,1609.69,Nagpur
100518,2025-01-12,Customer_1196,Shoes,Clothing,1,2674.54,453.98,Nagpur
101423,2025-01-12,Customer_1801,Lamp,Home,3,3454.69,724.74,Aurangabad
100681,2025-01-12,Customer_0298,Office Chair,Furniture,6,49838.04,10620.17,Nashik
103667,2025-01-12,Customer_0381,Cabinet,Furniture,8,71197.73,12320.39,Kolhapur
105786,2025-01-12,Customer_2255,Jacket,Clothing,3,9485.8,1374.59,Kolhapur
109213,2025-01-12,Customer_2202,Cabinet,Furniture,7,54686.72,6980.28,Kolhapur
109343,2025-01-12,Customer_0613,Mixer,Home,3,9588.52,2098.68,Kolhapur
102412,2025-01-12,Customer_0198,Shoes,Clothing,6,16847.76,1050.84,Kolhapur
106189,2025-01-12,Customer_1690,Office Chair,Furniture,4,30312.0,3867.97,Kolhapur
105598,2025-01-12,Customer_0990,Jacket,Clothing,1,3002.51,333.47,Kolhapur
101872,2025-01-12,Customer_0039,Bedsheet,Home,2,4095.77,574.98,Pune
104263,2025-01-12,Customer_1002,Bedsheet,Home,8,15687.56,1477.68,Nashik
101870,2025-01-12,Customer_0511,T-Shirt,Clothing,7,4607.41,828.54,Nashik
102368,2025-01-12,Customer_1027,Jacket,Clothing,5,12905.85,1231.16,Aurangabad
102133,2025-01-12,Customer_1297,Cookware,Home,8,17855.99,1402.92,Pune
105728,2025-01-12,Customer_2114,Jacket,Clothing,6,16842.07,2753.92,Nashik
104238,2025-01-13,Customer_0293,Vacuum Cleaner,Home,6,43609.55,7671.52,Kolhapur
106890,2025-01-13,Customer_2292,Cookware,Home,3,6558.47,710.16,Kolhapur
100151,2025-01-13,Customer_1957,Office Chair,Furniture,5,39235.15,5703.96,Pune
105432,2025-01-13,Customer_2019,Headphones,Electronics,6,13006.53,1572.82,Aurangabad
101007,2025-01-13,Customer_0044,Jeans,Clothing,5,8765.86,1293.32,Pune
105008,2025-01-13,Customer_1202,Cabinet,Furniture,5,36445.53,2368.13,Mumbai
100916,2025-01-13,Customer_0888,Headphones,Electronics,2,5223.62,606.14,Nagpur
105159,2025-01-13,Customer_1175,Tablet,Electronics,2,33494.36,4116.74,Pune
106689,2025-01-13,Customer_0157,Headphones,Electronics,2,5186.03,483.99,Kolhapur
103781,2025-01-13,Customer_2030,Jacket,Clothing,5,13565.46,2964.69,Mumbai
106412,2025-01-13,Unknown Customer,Vacuum Cleaner,Home,6,9627.65,8737.77,Pune
103748,2025-01-13,Customer_1849,Desk,Furniture,2,20831.85,2876.32,Nashik
109742,2025-01-13,Customer_1292,T-Shirt,Clothing,6,3604.42,594.22,Nashik
104923,2025-01-13,Customer_1307,Office Chair,Furniture,5,40242.54,6219.89,Nashik
101670,2025-01-13,Customer_2270,Office Chair,Furniture,5,33881.98,4814.33,Kolhapur
106459,2025-01-13,Customer_0357,T-Shirt,Clothing,2,1243.77,272.93,Pune
102484,2025-01-13,Customer_1206,T-Shirt,Clothing,7,4942.17,1030.32,Aurangabad
109971,2025-01-13,Customer_0334,Cabinet,Furniture,7,53421.18,10714.93,Nagpur
103542,2025-01-13,Customer_1632,Bookshelf,Furniture,2,12584.99,1502.6,Nagpur
105051,2025-01-13,Customer_2324,Bedsheet,Home,5,9813.86,1720.96,Nagpur
105130,2025-01-13,Customer_1304,Jacket,Clothing,1,3115.05,594.39,Nagpur
103721,2025-01-13,Customer_1790,Shoes,Clothing,7,16251.36,1528.54,Mumbai
100554,2025-01-13,Customer_1875,Jacket,Clothing,4,12715.16,808.08,Pune
107759,2025-01-13,Customer_1512,Tablet,Electronics,5,98479.61,17650.99,Pune
102382,2025-01-14,Customer_1704,Backpack,Clothing,6,7586.38,896.56,Pune
107581,2025-01-14,Customer_1425,Backpack,Clothing,4,5810.09,618.99,Kolhapur
106244,2025-01-14,Customer_0394,Headphones,Electronics,7,18749.23,3348.58,Pune
100885,2025-01-14,Customer_2393,Backpack,Clothing,5,6821.18,1247.31,Mumbai
107147,2025-01-14,Customer_0761,Table,Furniture,1,8741.62,846.78,Nagpur
